"","STATE","COUNTYNAME","param"
"1193","LA","West Feliciana Paris",1.22854538893917e-05
"1194","LA","Winn Parish",2.16258546434776e-05
"1195","ME","Maine",1.70498904511504e-05
"1196","ME","Androscoggin County",2.0516320691316e-05
"1197","ME","Aroostook County",2.22591767241086e-05
"1198","ME","Cumberland County",1.30749999996353e-05
"1199","ME","Franklin County",2.11414029520802e-05
"1200","ME","Hancock County",1.7604628332431e-05
"1201","ME","Kennebec County",1.88703509953551e-05
"1202","ME","Knox County",1.730643192112e-05
"1203","ME","Lincoln County",1.74330827560982e-05
"1204","ME","Oxford County",2.13828486925047e-05
"1205","ME","Penobscot County",1.93058994483631e-05
"1206","ME","Piscataquis County",2.31165729827854e-05
"1207","ME","Sagadahoc County",1.62831238803587e-05
"1208","ME","Somerset County",2.21430112673031e-05
"1209","ME","Waldo County",2.03909425482477e-05
"1210","ME","Washington County",2.39683520202057e-05
"1211","ME","York County",1.63743713072354e-05
"1212","MD","Maryland",1.2681335250798e-05
"1213","MD","Allegany County",2.06884935610305e-05
"1214","MD","Anne Arundel County",1.11078343296464e-05
"1215","MD","Baltimore County",1.28911610167521e-05
"1216","MD","Calvert County",1.20116637144325e-05
"1217","MD","Caroline County",2.0220923127617e-05
"1218","MD","Carroll County",1.23320180450633e-05
"1219","MD","Cecil County",1.60316422925285e-05
"1220","MD","Charles County",1.39587565796964e-05
"1221","MD","Dorchester County",2.04604518992189e-05
"1222","MD","Frederick County",1.25232796043334e-05
"1223","MD","Garrett County",1.93590547365856e-05
"1224","MD","Harford County",1.31502062397918e-05
"1225","MD","Howard County",9.18299353128836e-06
"1226","MD","Kent County",1.41827907017907e-05
"1227","MD","Montgomery County",9.14017875568038e-06
"1228","MD","Prince George's Coun",1.74220634201772e-05
"1229","MD","Queen Anne's County",1.17485366683678e-05
"1230","MD","St. Mary's County",1.31528740218378e-05
"1231","MD","Somerset County",2.30276457119482e-05
"1232","MD","Talbot County",1.18236053404655e-05
"1233","MD","Washington County",1.77895583534288e-05
"1234","MD","Wicomico County",1.98672958196194e-05
"1235","MD","Worcester County",1.51633439980961e-05
"1236","MD","Baltimore city",1.80627929239983e-05
"1237","MA","Massachusetts",1.04451896926069e-05
"1238","MA","Barnstable County",1.30355471381537e-05
"1239","MA","Berkshire County",1.61651647830646e-05
"1240","MA","Bristol County",1.54254205336313e-05
"1241","MA","Dukes County",1.33291938931676e-05
"1242","MA","Essex County",1.15892682475753e-05
"1243","MA","Franklin County",1.72282789366888e-05
"1244","MA","Hampden County",1.68502443437839e-05
"1245","MA","Hampshire County",1.39970517313945e-05
"1246","MA","Middlesex County",8.54445211786645e-06
"1247","MA","Nantucket County",1.06697847082488e-05
"1248","MA","Norfolk County",5.81989536143396e-06
"1249","MA","Plymouth County",1.13471877513001e-05
"1250","MA","Suffolk County",1.05492059131243e-05
"1251","MA","Worcester County",1.36785663199425e-05
"1252","MI","Michigan",1.59069617152409e-05
"1253","MI","Alcona County",2.28524620692449e-05
"1254","MI","Alger County",2.11162934071131e-05
"1255","MI","Allegan County",1.67545674201304e-05
"1256","MI","Alpena County",2.25767244610946e-05
"1257","MI","Antrim County",1.78864581145053e-05
"1258","MI","Arenac County",2.27483652095455e-05
"1259","MI","Baraga County",2.30840234976865e-05
"1260","MI","Barry County",1.6946955980066e-05
"1261","MI","Bay County",2.00698761852767e-05
"1262","MI","Benzie County",1.93935678426337e-05
"1263","MI","Berrien County",1.76415895422242e-05
"1264","MI","Branch County",2.0955505094225e-05
"1265","MI","Calhoun County",1.9418368144078e-05
"1266","MI","Cass County",1.72609181614957e-05
"1267","MI","Charlevoix County",1.54018172710063e-05
"1268","MI","Cheboygan County",1.91964511177794e-05
"1269","MI","Chippewa County",2.27773487009163e-05
"1270","MI","Clare County",2.44631839581734e-05
"1271","MI","Clinton County",1.48831411351657e-05
"1272","MI","Crawford County",2.37914900176057e-05
"1273","MI","Delta County",2.00346080584846e-05
"1274","MI","Dickinson County",2.01222979421306e-05
"1275","MI","Eaton County",1.77529903911052e-05
"1276","MI","Emmet County",1.47411073819859e-05
"1277","MI","Genesee County",1.98043089495446e-05
"1278","MI","Gladwin County",2.17300462993016e-05
"1279","MI","Gogebic County",2.31859372514596e-05
"1280","MI","Grand Traverse Count",1.45429982812507e-05
"1281","MI","Gratiot County",2.08891866100452e-05
"1282","MI","Hillsdale County",2.15164709935439e-05
"1283","MI","Houghton County",2.07105431322124e-05
"1284","MI","Huron County",2.11454408730537e-05
"1285","MI","Ingham County",1.69496734688551e-05
"1286","MI","Ionia County",2.00991906772454e-05
"1287","MI","Iosco County",2.42689508615149e-05
"1288","MI","Iron County",2.19833158524033e-05
"1289","MI","Isabella County",1.89599962893896e-05
"1290","MI","Jackson County",1.87776710958007e-05
"1291","MI","Kalamazoo County",1.54779520648095e-05
"1292","MI","Kalkaska County",2.25978784382328e-05
"1293","MI","Kent County",1.45006365768375e-05
"1294","MI","Keweenaw County",1.99994469367974e-05
"1295","MI","Lake County",2.5938549453242e-05
"1296","MI","Lapeer County",1.7227996012102e-05
"1297","MI","Leelanau County",1.16252499336533e-05
"1298","MI","Lenawee County",1.96197433687552e-05
"1299","MI","Livingston County",1.24960559721128e-05
"1300","MI","Luce County",2.31660294586516e-05
"1301","MI","Mackinac County",2.16646555682434e-05
"1302","MI","Macomb County",1.75082296374848e-05
"1303","MI","Manistee County",2.1713102607715e-05
"1304","MI","Marquette County",1.86403222793085e-05
"1305","MI","Mason County",2.08987573920428e-05
"1306","MI","Mecosta County",2.0548246789169e-05
"1307","MI","Menominee County",2.0847673307224e-05
"1308","MI","Midland County",1.17641732823495e-05
"1309","MI","Missaukee County",2.32217799529678e-05
"1310","MI","Monroe County",1.67128720703204e-05
"1311","MI","Montcalm County",2.27012062712938e-05
"1312","MI","Montmorency County",2.58047982401825e-05
"1313","MI","Muskegon County",2.07898401911622e-05
"1314","MI","Newaygo County",2.01672407261126e-05
"1315","MI","Oakland County",1.03913445902137e-05
"1316","MI","Oceana County",2.18953433210877e-05
"1317","MI","Ogemaw County",2.50070409249081e-05
"1318","MI","Ontonagon County",2.35963161448812e-05
"1319","MI","Osceola County",2.33360416416973e-05
"1320","MI","Oscoda County",2.54326699582849e-05
"1321","MI","Otsego County",2.00229061770148e-05
"1322","MI","Ottawa County",1.46653034065593e-05
"1323","MI","Presque Isle County",2.22535407461949e-05
"1324","MI","Roscommon County",2.2909423136845e-05
"1325","MI","Saginaw County",2.01127747772396e-05
"1326","MI","St. Clair County",1.84873004092236e-05
"1327","MI","St. Joseph County",2.01967065153455e-05
"1328","MI","Sanilac County",2.25110217109743e-05
"1329","MI","Schoolcraft County",2.14776367219488e-05
"1330","MI","Shiawassee County",2.08849472125335e-05
"1331","MI","Tuscola County",2.24576204772003e-05
"1332","MI","Van Buren County",1.97942668705307e-05
"1333","MI","Washtenaw County",1.14789757593504e-05
"1334","MI","Wayne County",1.90256754518596e-05
"1335","MI","Wexford County",2.25474328374892e-05
"1336","MN","Minnesota",1.34459087256727e-05
"1337","MN","Aitkin County",2.03206306774082e-05
"1338","MN","Anoka County",1.43916240853335e-05
"1339","MN","Becker County",1.73351181265455e-05
"1340","MN","Beltrami County",1.91927529401761e-05
"1341","MN","Benton County",1.84221262837585e-05
"1342","MN","Big Stone County",2.10774172706541e-05
"1343","MN","Blue Earth County",1.77355676895304e-05
"1344","MN","Brown County",1.76453923954945e-05
"1345","MN","Carlton County",1.81892253656951e-05
"1346","MN","Carver County",9.35349036515037e-06
"1347","MN","Cass County",1.79660050350997e-05
"1348","MN","Chippewa County",1.96895813057492e-05
"1349","MN","Chisago County",1.48227259322031e-05
"1350","MN","Clay County",1.77775697561733e-05
"1351","MN","Clearwater County",1.98659041942637e-05
"1352","MN","Cook County",1.81118764853411e-05
"1353","MN","Cottonwood County",2.04918842107957e-05
"1354","MN","Crow Wing County",1.77472608206745e-05
"1355","MN","Dakota County",1.24706380323297e-05
"1356","MN","Dodge County",1.58576098104263e-05
"1357","MN","Douglas County",1.5453075489662e-05
"1358","MN","Faribault County",2.05044679327226e-05
"1359","MN","Fillmore County",1.87280925195849e-05
"1360","MN","Freeborn County",1.9330421240449e-05
"1361","MN","Goodhue County",1.53008475720782e-05
"1362","MN","Grant County",1.80081973949153e-05
"1363","MN","Hennepin County",1.04464079775764e-05
"1364","MN","Houston County",1.63143589349027e-05
"1365","MN","Hubbard County",1.83499532395501e-05
"1366","MN","Isanti County",1.72649302061674e-05
"1367","MN","Itasca County",1.7555810939409e-05
"1368","MN","Jackson County",1.90015274265336e-05
"1369","MN","Kanabec County",2.06438862991945e-05
"1370","MN","Kandiyohi County",1.66920692090359e-05
"1371","MN","Kittson County",1.84270800236448e-05
"1372","MN","Koochiching County",2.07946582551874e-05
"1373","MN","Lac qui Parle County",1.79410446839431e-05
"1374","MN","Lake County",1.86234909144732e-05
"1375","MN","Lake of the Woods Co",2.07533493254072e-05
"1376","MN","Le Sueur County",1.64868193174314e-05
"1377","MN","Lincoln County",1.85660536136431e-05
"1378","MN","Lyon County",1.49271108403908e-05
"1379","MN","McLeod County",1.76257581755815e-05
"1380","MN","Mahnomen County",2.42204964929569e-05
"1381","MN","Marshall County",1.78386065663175e-05
"1382","MN","Martin County",1.9230895873472e-05
"1383","MN","Meeker County",1.73013002565376e-05
"1384","MN","Mille Lacs County",2.02012263632081e-05
"1385","MN","Morrison County",1.95757970978019e-05
"1386","MN","Mower County",1.7260462489459e-05
"1387","MN","Murray County",1.83062766475615e-05
"1388","MN","Nicollet County",1.53019061787274e-05
"1389","MN","Nobles County",2.00477107514977e-05
"1390","MN","Norman County",1.97609082428086e-05
"1391","MN","Olmsted County",1.31899646159232e-05
"1392","MN","Otter Tail County",1.79133075667527e-05
"1393","MN","Pennington County",1.85016938463384e-05
"1394","MN","Pine County",2.05279516933835e-05
"1395","MN","Pipestone County",1.92573064975141e-05
"1396","MN","Polk County",1.77970372933367e-05
"1397","MN","Pope County",1.65813971363426e-05
"1398","MN","Ramsey County",1.45961496139189e-05
"1399","MN","Red Lake County",1.92358267450147e-05
"1400","MN","Redwood County",1.8368132439266e-05
"1401","MN","Renville County",1.88226847793689e-05
"1402","MN","Rice County",1.53458250360351e-05
"1403","MN","Rock County",1.84084597262396e-05
"1404","MN","Roseau County",1.80091247747673e-05
"1405","MN","St. Louis County",1.70962812419273e-05
"1406","MN","Scott County",1.10937721999326e-05
"1407","MN","Sherburne County",1.4780299213735e-05
"1408","MN","Sibley County",1.86732239209962e-05
"1409","MN","Stearns County",1.58244858349909e-05
"1410","MN","Steele County",1.70651958507502e-05
"1411","MN","Stevens County",1.5383683389089e-05
"1412","MN","Swift County",1.91515825820299e-05
"1413","MN","Todd County",2.06181974718936e-05
"1414","MN","Traverse County",1.82778880813541e-05
"1415","MN","Wabasha County",1.71009694247001e-05
"1416","MN","Wadena County",2.22688394157701e-05
"1417","MN","Waseca County",1.92905770837352e-05
"1418","MN","Washington County",1.07072281590707e-05
"1419","MN","Watonwan County",2.01294734387051e-05
"1420","MN","Wilkin County",1.84330865512485e-05
"1421","MN","Winona County",1.73928484539259e-05
"1422","MN","Wright County",1.38896503053625e-05
"1423","MN","Yellow Medicine Coun",1.82714110393273e-05
"1424","MS","Mississippi",2.02949259933829e-05
"1425","MS","Adams County",2.17397090229423e-05
"1426","MS","Alcorn County",2.16340710452212e-05
"1427","MS","Amite County",2.25630309572894e-05
"1428","MS","Attala County",2.37848502180137e-05
"1429","MS","Benton County",2.9114807684228e-05
"1430","MS","Bolivar County",2.3748950282804e-05
"1431","MS","Calhoun County",2.74684308473133e-05
"1432","MS","Carroll County",2.06729958071555e-05
"1433","MS","Chickasaw County",2.71768961793265e-05
"1434","MS","Choctaw County",2.51207052785249e-05
"1435","MS","Claiborne County",2.95766946713422e-05
"1436","MS","Clarke County",2.25283943010631e-05
"1437","MS","Clay County",2.13845865113362e-05
"1438","MS","Coahoma County",2.74420047245474e-05
"1439","MS","Copiah County",2.56977983950954e-05
"1440","MS","Covington County",2.49453478990391e-05
"1441","MS","DeSoto County",1.82586910974372e-05
"1442","MS","Forrest County",2.00103020074423e-05
"1443","MS","Franklin County",2.18591180755535e-05
"1444","MS","George County",1.98022204978644e-05
"1445","MS","Greene County",2.1543917859478e-05
"1446","MS","Grenada County",2.30949066781051e-05
"1447","MS","Hancock County",1.970023879756e-05
"1448","MS","Harrison County",2.03250362562008e-05
"1449","MS","Hinds County",2.20207063302908e-05
"1450","MS","Holmes County",3.36619468032024e-05
"1451","MS","Humphreys County",2.93984657389301e-05
"1452","MS","Issaquena County",2.68348560556022e-05
"1453","MS","Itawamba County",2.2611983630077e-05
"1454","MS","Jackson County",1.87653338939825e-05
"1455","MS","Jasper County",2.43585516170857e-05
"1456","MS","Jefferson County",3.15371533916828e-05
"1457","MS","Jefferson Davis Coun",2.90947210214915e-05
"1458","MS","Jones County",2.14304374252076e-05
"1459","MS","Kemper County",2.88786516467276e-05
"1460","MS","Lafayette County",1.34132382431735e-05
"1461","MS","Lamar County",1.61212317100748e-05
"1462","MS","Lauderdale County",1.98885040307763e-05
"1463","MS","Lawrence County",2.29286963390515e-05
"1464","MS","Leake County",2.50099145905027e-05
"1465","MS","Lee County",1.74584876829832e-05
"1466","MS","Leflore County",2.47999697147695e-05
"1467","MS","Lincoln County",1.94526180375186e-05
"1468","MS","Lowndes County",2.00206027025445e-05
"1469","MS","Madison County",1.14979361121488e-05
"1470","MS","Marion County",2.28413188337086e-05
"1471","MS","Marshall County",2.63580407490686e-05
"1472","MS","Monroe County",2.2283794822435e-05
"1473","MS","Montgomery County",2.54637144931019e-05
"1474","MS","Neshoba County",2.39024837698713e-05
"1475","MS","Newton County",2.35502040295825e-05
"1476","MS","Noxubee County",3.1100922034271e-05
"1477","MS","Oktibbeha County",1.94424394905916e-05
"1478","MS","Panola County",2.59578840062708e-05
"1479","MS","Pearl River County",2.14998312565079e-05
"1480","MS","Perry County",2.35168171047322e-05
"1481","MS","Pike County",2.48442298204985e-05
"1482","MS","Pontotoc County",2.33878985360653e-05
"1483","MS","Prentiss County",2.50532653142063e-05
"1484","MS","Quitman County",3.18935044432773e-05
"1485","MS","Rankin County",1.65450102659285e-05
"1486","MS","Scott County",2.56385398033945e-05
"1487","MS","Sharkey County",2.88392263645272e-05
"1488","MS","Simpson County",2.40055147216609e-05
"1489","MS","Smith County",2.22374742385657e-05
"1490","MS","Stone County",2.17744856329954e-05
"1491","MS","Sunflower County",2.87725962943178e-05
"1492","MS","Tallahatchie County",2.85532315411429e-05
"1493","MS","Tate County",2.16867505825998e-05
"1494","MS","Tippah County",2.33264509258302e-05
"1495","MS","Tishomingo County",2.26877366299031e-05
"1496","MS","Tunica County",3.16629645756648e-05
"1497","MS","Union County",2.205205230625e-05
"1498","MS","Walthall County",2.53084481667751e-05
"1499","MS","Warren County",2.00172822747443e-05
"1500","MS","Washington County",2.60775641890288e-05
"1501","MS","Wayne County",2.51359882472633e-05
"1502","MS","Webster County",2.28023716447e-05
"1503","MS","Wilkinson County",2.79600396676332e-05
"1504","MS","Winston County",2.3202588866575e-05
"1505","MS","Yalobusha County",2.66712834140732e-05
"1506","MS","Yazoo County",2.47122435942042e-05
"1507","MO","Missouri",1.6400293612753e-05
"1508","MO","Adair County",2.17095134970296e-05
"1509","MO","Andrew County",1.6933313184836e-05
"1510","MO","Atchison County",1.9600048144438e-05
"1511","MO","Audrain County",2.24044770821234e-05
"1512","MO","Barry County",2.16241611736003e-05
"1513","MO","Barton County",2.34877189134406e-05
"1514","MO","Bates County",2.20995528062951e-05
"1515","MO","Benton County",2.52786946292779e-05
"1516","MO","Bollinger County",2.50718053766253e-05
"1517","MO","Boone County",1.54123084747024e-05
"1518","MO","Buchanan County",1.91835519629696e-05
"1519","MO","Butler County",2.28408824069016e-05
"1520","MO","Caldwell County",2.16684914675885e-05
"1521","MO","Callaway County",2.03706221526454e-05
"1522","MO","Camden County",1.76151641444252e-05
"1523","MO","Cape Girardeau Count",1.60559337859737e-05
"1524","MO","Carroll County",2.05304577981873e-05
"1525","MO","Carter County",2.84939944047462e-05
"1526","MO","Cass County",1.59807235717978e-05
"1527","MO","Cedar County",2.67117834354325e-05
"1528","MO","Chariton County",2.16592007387362e-05
"1529","MO","Christian County",1.70065541176888e-05
"1530","MO","Clark County",2.27129031923015e-05
"1531","MO","Clay County",1.54494384267854e-05
"1532","MO","Clinton County",1.79377901992557e-05
"1533","MO","Cole County",1.57034466965071e-05
"1534","MO","Cooper County",2.158849856199e-05
"1535","MO","Crawford County",2.37171007716806e-05
"1536","MO","Dade County",2.46636635106362e-05
"1537","MO","Dallas County",2.63431925984498e-05
"1538","MO","Daviess County",2.29010433025734e-05
"1539","MO","DeKalb County",2.09406557513433e-05
"1540","MO","Dent County",2.54963071488641e-05
"1541","MO","Douglas County",2.88051974046036e-05
"1542","MO","Dunklin County",2.51189311163199e-05
"1543","MO","Franklin County",1.79862956887236e-05
"1544","MO","Gasconade County",2.25483046874367e-05
"1545","MO","Gentry County",2.35121789946109e-05
"1546","MO","Greene County",1.80009518558553e-05
"1547","MO","Grundy County",2.29794382445695e-05
"1548","MO","Harrison County",2.66290182523536e-05
"1549","MO","Henry County",2.113500254683e-05
"1550","MO","Hickory County",2.85911122967772e-05
"1551","MO","Holt County",1.94396556440497e-05
"1552","MO","Howard County",2.12587428753017e-05
"1553","MO","Howell County",2.41751729520822e-05
"1554","MO","Iron County",2.67865507446102e-05
"1555","MO","Jackson County",1.73897660680489e-05
"1556","MO","Jasper County",2.11262431850933e-05
"1557","MO","Jefferson County",1.79001058346243e-05
"1558","MO","Johnson County",2.00033048124446e-05
"1559","MO","Knox County",2.72041134020399e-05
"1560","MO","Laclede County",2.51593437342531e-05
"1561","MO","Lafayette County",1.99852241174777e-05
"1562","MO","Lawrence County",2.25438206914406e-05
"1563","MO","Lewis County",2.22349760095108e-05
"1564","MO","Lincoln County",1.88760945680548e-05
"1565","MO","Linn County",2.31748903892149e-05
"1566","MO","Livingston County",2.138570078998e-05
"1567","MO","McDonald County",2.57584391666781e-05
"1568","MO","Macon County",2.39445512399191e-05
"1569","MO","Madison County",2.28916451387839e-05
"1570","MO","Maries County",2.33757852030684e-05
"1571","MO","Marion County",2.02319713115162e-05
"1572","MO","Mercer County",2.56110864348269e-05
"1573","MO","Miller County",2.47628068906186e-05
"1574","MO","Mississippi County",2.43034451498814e-05
"1575","MO","Moniteau County",2.18148753442503e-05
"1576","MO","Monroe County",2.3233778041783e-05
"1577","MO","Montgomery County",2.25369557834224e-05
"1578","MO","Morgan County",2.51428445987837e-05
"1579","MO","New Madrid County",2.32469879575677e-05
"1580","MO","Newton County",1.95929733934917e-05
"1581","MO","Nodaway County",2.07328826515485e-05
"1582","MO","Oregon County",2.80540715097173e-05
"1583","MO","Osage County",2.04022912267042e-05
"1584","MO","Ozark County",2.75927609367212e-05
"1585","MO","Pemiscot County",2.50464059448254e-05
"1586","MO","Perry County",2.08755206541478e-05
"1587","MO","Pettis County",2.25324204937961e-05
"1588","MO","Phelps County",2.03223390693813e-05
"1589","MO","Pike County",2.12482249347058e-05
"1590","MO","Platte County",1.23099982967636e-05
"1591","MO","Polk County",2.22948493916957e-05
"1592","MO","Pulaski County",2.26050805866111e-05
"1593","MO","Putnam County",2.52211834004312e-05
"1594","MO","Ralls County",1.88677242360607e-05
"1595","MO","Randolph County",2.20150452451265e-05
"1596","MO","Ray County",1.96785236594092e-05
"1597","MO","Reynolds County",2.71976645806269e-05
"1598","MO","Ripley County",2.95149571610645e-05
"1599","MO","St. Charles County",1.35846653965512e-05
"1600","MO","St. Clair County",2.60010976556545e-05
"1601","MO","Ste. Genevieve Count",1.90397576081502e-05
"1602","MO","St. Francois County",2.15169808112156e-05
"1603","MO","St. Louis County",1.11540887468989e-05
"1604","MO","Saline County",2.23653871803283e-05
"1605","MO","Schuyler County",2.6339943588857e-05
"1606","MO","Scotland County",2.50952248018869e-05
"1607","MO","Scott County",1.99738658992349e-05
"1608","MO","Shannon County",3.08139473849831e-05
"1609","MO","Shelby County",2.42233055045783e-05
"1610","MO","Stoddard County",2.13041738999961e-05
"1611","MO","Stone County",1.96353618641188e-05
"1612","MO","Sullivan County",2.6432010027295e-05
"1613","MO","Taney County",2.34879392815183e-05
"1614","MO","Texas County",2.62336776821241e-05
"1615","MO","Vernon County",2.4632979734922e-05
"1616","MO","Warren County",1.80526225176406e-05
"1617","MO","Washington County",2.67706679858077e-05
"1618","MO","Wayne County",2.98334629865652e-05
"1619","MO","Webster County",2.14244124345962e-05
"1620","MO","Worth County",2.63756003521542e-05
"1621","MO","Wright County",2.76061368898611e-05
"1622","MO","St. Louis city",2.05980103879265e-05
"1623","MT","Montana",1.7010222264358e-05
"1624","MT","Beaverhead County",9.95272991294716e-06
"1625","MT","Big Horn County",2.55420070260059e-05
"1626","MT","Blaine County",2.51074461992759e-05
"1627","MT","Broadwater County",1.87406298607406e-05
"1628","MT","Carbon County",1.72174464884345e-05
"1629","MT","Carter County",1.94761264848702e-05
"1630","MT","Cascade County",1.89139819951529e-05
"1631","MT","Chouteau County",2.16227808538641e-05
"1632","MT","Custer County",1.87828564431411e-05
"1633","MT","Daniels County",1.75321643650583e-05
"1634","MT","Dawson County",1.84021030376112e-05
"1635","MT","Deer Lodge County",2.12922640125298e-05
"1636","MT","Fallon County",1.55983688516241e-05
"1637","MT","Fergus County",1.99759873544203e-05
"1638","MT","Flathead County",1.6090151397605e-05
"1639","MT","Gallatin County",1.36757885503237e-05
"1640","MT","Garfield County",2.05697421651093e-05
"1641","MT","Glacier County",2.75147029365657e-05
"1642","MT","Golden Valley County",2.46819813411591e-05
"1643","MT","Granite County",1.91018491532363e-05
"1644","MT","Hill County",2.05027208027728e-05
"1645","MT","Jefferson County",1.48093362480233e-05
"1646","MT","Judith Basin County",1.98449979784614e-05
"1647","MT","Lake County",2.12215160956799e-05
"1648","MT","Lewis and Clark Coun",1.62610172362469e-05
"1649","MT","Liberty County",2.59627690826773e-05
"1650","MT","Lincoln County",2.20627860990497e-05
"1651","MT","McCone County",2.39715707339189e-05
"1652","MT","Madison County",1.71598747183463e-05
"1653","MT","Meagher County",2.15282211566241e-05
"1654","MT","Mineral County",2.23666961376928e-05
"1655","MT","Missoula County",1.68232679292529e-05
"1656","MT","Musselshell County",2.01485078032962e-05
"1657","MT","Park County",1.7911502689716e-05
"1658","MT","Petroleum County",2.18067554458802e-05
"1659","MT","Phillips County",2.34048079259046e-05
"1660","MT","Pondera County",2.59866395871316e-05
"1661","MT","Powder River County",2.12981293520981e-05
"1662","MT","Powell County",2.0523521270082e-05
"1663","MT","Prairie County",2.09633168063658e-05
"1664","MT","Ravalli County",1.80885269573766e-05
"1665","MT","Richland County",1.44325517910541e-05
"1666","MT","Roosevelt County",2.2449577927848e-05
"1667","MT","Rosebud County",1.88998821395877e-05
"1668","MT","Sanders County",2.33611719433954e-05
"1669","MT","Sheridan County",1.84353964917939e-05
"1670","MT","Silver Bow County",1.93450533065254e-05
"1671","MT","Stillwater County",1.60138608469458e-05
"1672","MT","Sweet Grass County",1.86267406046547e-05
"1673","MT","Teton County",2.12981308343452e-05
"1674","MT","Toole County",2.1938765944811e-05
"1675","MT","Treasure County",2.09668696934003e-05
"1676","MT","Valley County",1.88118178331205e-05
"1677","MT","Wheatland County",2.692625729465e-05
"1678","MT","Wibaux County",2.21744546729091e-05
"1679","MT","Yellowstone County",1.55601974904037e-05
"1680","NE","Nebraska",1.56280192079741e-05
"1681","NE","Adams County",1.76114687066179e-05
"1682","NE","Antelope County",2.0063533071434e-05
"1683","NE","Arthur County",2.74120965167881e-05
"1684","NE","Banner County",2.52317915763933e-05
"1685","NE","Blaine County",3.23456579313035e-05
"1686","NE","Boone County",1.82693620712249e-05
"1687","NE","Box Butte County",1.86925443107948e-05
"1688","NE","Boyd County",2.42833227490688e-05
"1689","NE","Brown County",2.25699962323371e-05
"1690","NE","Buffalo County",1.62152973211211e-05
"1691","NE","Burt County",1.96711485260178e-05
"1692","NE","Butler County",1.88949271004021e-05
"1693","NE","Cass County",1.40420469761112e-05
"1694","NE","Cedar County",1.83693394606988e-05
"1695","NE","Chase County",1.80418129301849e-05
"1696","NE","Cherry County",2.01110994592527e-05
"1697","NE","Cheyenne County",1.10057155628524e-05
"1698","NE","Clay County",1.82473200412429e-05
"1699","NE","Colfax County",1.97785127629345e-05
"1700","NE","Cuming County",1.60734709321547e-05
"1701","NE","Custer County",2.11309137503185e-05
"1702","NE","Dakota County",2.11380240667873e-05
"1703","NE","Dawes County",2.1722526207468e-05
"1704","NE","Dawson County",2.17428468648952e-05
"1705","NE","Deuel County",2.14566801782794e-05
"1706","NE","Dixon County",1.99714061689207e-05
"1707","NE","Dodge County",1.88135025083193e-05
"1708","NE","Douglas County",1.33334815361766e-05
"1709","NE","Dundy County",2.20736896714216e-05
"1710","NE","Fillmore County",1.67828067055277e-05
"1711","NE","Franklin County",2.21087924878337e-05
"1712","NE","Frontier County",2.3347571766405e-05
"1713","NE","Furnas County",2.18972362599873e-05
"1714","NE","Gage County",1.85310336150019e-05
"1715","NE","Garden County",2.56871697026656e-05
"1716","NE","Garfield County",2.44339657132121e-05
"1717","NE","Gosper County",1.78077084682356e-05
"1718","NE","Grant County",1.99853742761538e-05
"1719","NE","Greeley County",2.31870797989148e-05
"1720","NE","Hall County",1.80363921623146e-05
"1721","NE","Hamilton County",1.47439289399217e-05
"1722","NE","Harlan County",2.13341533491935e-05
"1723","NE","Hayes County",2.46003726847574e-05
"1724","NE","Hitchcock County",2.40139610809939e-05
"1725","NE","Holt County",2.10085295470745e-05
"1726","NE","Hooker County",2.32245493256218e-05
"1727","NE","Howard County",1.98359699759399e-05
"1728","NE","Jefferson County",1.98271594877706e-05
"1729","NE","Johnson County",2.22848050157935e-05
"1730","NE","Kearney County",1.42953518949588e-05
"1731","NE","Keith County",1.97675183144916e-05
"1732","NE","Keya Paha County",2.33903685687922e-05
"1733","NE","Kimball County",2.20733414123802e-05
"1734","NE","Knox County",2.23350687198386e-05
"1735","NE","Lancaster County",1.54549645018819e-05
"1736","NE","Lincoln County",1.85387417220065e-05
"1737","NE","Logan County",2.10848336918977e-05
"1738","NE","Loup County",2.62694877795347e-05
"1739","NE","McPherson County",2.31746145752456e-05
"1740","NE","Madison County",1.7721797853979e-05
"1741","NE","Merrick County",1.48574950660854e-05
"1742","NE","Morrill County",2.03084861976556e-05
"1743","NE","Nance County",2.16482604186417e-05
"1744","NE","Nemaha County",1.73942604673656e-05
"1745","NE","Nuckolls County",2.14194779608017e-05
"1746","NE","Otoe County",1.68157925575046e-05
"1747","NE","Pawnee County",2.3329148417068e-05
"1748","NE","Perkins County",1.96193605578993e-05
"1749","NE","Phelps County",1.68196170496733e-05
"1750","NE","Pierce County",1.70503413818682e-05
"1751","NE","Platte County",1.77603867987914e-05
"1752","NE","Polk County",1.73690032946987e-05
"1753","NE","Red Willow County",1.85950055361888e-05
"1754","NE","Richardson County",2.00031794561571e-05
"1755","NE","Rock County",2.19214784140787e-05
"1756","NE","Saline County",1.98430367055205e-05
"1757","NE","Sarpy County",1.41867008819212e-05
"1758","NE","Saunders County",1.5067483543075e-05
"1759","NE","Scotts Bluff County",1.97731792062946e-05
"1760","NE","Seward County",1.55368538461126e-05
"1761","NE","Sheridan County",2.28908517469222e-05
"1762","NE","Sherman County",2.45036204066703e-05
"1763","NE","Sioux County",2.3448705171087e-05
"1764","NE","Stanton County",1.90854349993585e-05
"1765","NE","Thayer County",1.70943268961807e-05
"1766","NE","Thomas County",2.57727369477382e-05
"1767","NE","Thurston County",2.42843440267635e-05
"1768","NE","Valley County",2.13633735161557e-05
"1769","NE","Washington County",1.350447088001e-05
