"","STATE","COUNTYNAME","param"
"1193","LA","West Feliciana Paris",1.49097695988123e-05
"1194","LA","Winn Parish",2.09764013155491e-05
"1195","ME","Maine",1.80734031081316e-05
"1196","ME","Androscoggin County",2.12611081372547e-05
"1197","ME","Aroostook County",2.30738206217063e-05
"1198","ME","Cumberland County",1.43990270636699e-05
"1199","ME","Franklin County",2.2407037151979e-05
"1200","ME","Hancock County",1.81792670863074e-05
"1201","ME","Kennebec County",2.00831959407971e-05
"1202","ME","Knox County",1.88042503648958e-05
"1203","ME","Lincoln County",1.86357454521255e-05
"1204","ME","Oxford County",2.33608276137054e-05
"1205","ME","Penobscot County",1.97460320241297e-05
"1206","ME","Piscataquis County",2.4254031359163e-05
"1207","ME","Sagadahoc County",1.73840221289924e-05
"1208","ME","Somerset County",2.33766276333598e-05
"1209","ME","Waldo County",2.17990735435954e-05
"1210","ME","Washington County",2.50830517336981e-05
"1211","ME","York County",1.73891658132528e-05
"1212","MD","Maryland",1.32581420012991e-05
"1213","MD","Allegany County",2.16648034254017e-05
"1214","MD","Anne Arundel County",1.20303026368934e-05
"1215","MD","Baltimore County",1.37006349251784e-05
"1216","MD","Calvert County",1.25359964031898e-05
"1217","MD","Caroline County",2.14307038984117e-05
"1218","MD","Carroll County",1.30979187726196e-05
"1219","MD","Cecil County",1.66660638340903e-05
"1220","MD","Charles County",1.44110905231589e-05
"1221","MD","Dorchester County",2.21428408757224e-05
"1222","MD","Frederick County",1.32498343078222e-05
"1223","MD","Garrett County",2.05921960174137e-05
"1224","MD","Harford County",1.39300536651528e-05
"1225","MD","Howard County",9.46567010694389e-06
"1226","MD","Kent County",1.40709113345091e-05
"1227","MD","Montgomery County",9.540516245042e-06
"1228","MD","Prince George's Coun",1.83789174670806e-05
"1229","MD","Queen Anne's County",1.18681445010774e-05
"1230","MD","St. Mary's County",1.35821462755896e-05
"1231","MD","Somerset County",2.51616138283342e-05
"1232","MD","Talbot County",1.12602536763731e-05
"1233","MD","Washington County",1.80460816171305e-05
"1234","MD","Wicomico County",2.0074424538317e-05
"1235","MD","Worcester County",1.62017451184464e-05
"1236","MD","Baltimore city",1.95709999590653e-05
"1237","MA","Massachusetts",1.09546057383688e-05
"1238","MA","Barnstable County",1.420142069009e-05
"1239","MA","Berkshire County",1.65480496001221e-05
"1240","MA","Bristol County",1.62591250401145e-05
"1241","MA","Dukes County",1.23726916252284e-05
"1242","MA","Essex County",7.09195180819177e-06
"1243","MA","Franklin County",1.76782716291639e-05
"1244","MA","Hampden County",1.81571026007882e-05
"1245","MA","Hampshire County",1.47017250741917e-05
"1246","MA","Middlesex County",8.92990093290518e-06
"1247","MA","Nantucket County",1.09503755166746e-05
"1248","MA","Norfolk County",8.34630018555201e-06
"1249","MA","Plymouth County",1.19569679065052e-05
"1250","MA","Suffolk County",1.11267257907348e-05
"1251","MA","Worcester County",1.42255963333901e-05
"1252","MI","Michigan",1.69307518586626e-05
"1253","MI","Alcona County",2.49659692046634e-05
"1254","MI","Alger County",2.22592723999778e-05
"1255","MI","Allegan County",1.81129142659598e-05
"1256","MI","Alpena County",2.33116244955695e-05
"1257","MI","Antrim County",1.8766390547891e-05
"1258","MI","Arenac County",2.49417459452499e-05
"1259","MI","Baraga County",2.46993283556262e-05
"1260","MI","Barry County",1.74748852800537e-05
"1261","MI","Bay County",2.13497255383648e-05
"1262","MI","Benzie County",2.13547796041145e-05
"1263","MI","Berrien County",1.83010196016162e-05
"1264","MI","Branch County",2.27331839958741e-05
"1265","MI","Calhoun County",2.01665678874565e-05
"1266","MI","Cass County",1.70682539375887e-05
"1267","MI","Charlevoix County",1.73523017192975e-05
"1268","MI","Cheboygan County",2.28579526327873e-05
"1269","MI","Chippewa County",2.39614618294534e-05
"1270","MI","Clare County",2.66848091529137e-05
"1271","MI","Clinton County",1.5815081924117e-05
"1272","MI","Crawford County",2.47979404895399e-05
"1273","MI","Delta County",2.16228652048168e-05
"1274","MI","Dickinson County",2.07113973137079e-05
"1275","MI","Eaton County",1.85837348238007e-05
"1276","MI","Emmet County",1.61899624019714e-05
"1277","MI","Genesee County",2.10073983657578e-05
"1278","MI","Gladwin County",2.37182605604208e-05
"1279","MI","Gogebic County",2.28742198291659e-05
"1280","MI","Grand Traverse Count",1.67584059211802e-05
"1281","MI","Gratiot County",2.18756938729092e-05
"1282","MI","Hillsdale County",2.2377650951615e-05
"1283","MI","Houghton County",2.21695690149757e-05
"1284","MI","Huron County",2.10545568600341e-05
"1285","MI","Ingham County",1.73135759539571e-05
"1286","MI","Ionia County",2.10713611322277e-05
"1287","MI","Iosco County",2.59564826554625e-05
"1288","MI","Iron County",2.4644371326412e-05
"1289","MI","Isabella County",2.03958866382343e-05
"1290","MI","Jackson County",1.96931066327727e-05
"1291","MI","Kalamazoo County",1.59335931583131e-05
"1292","MI","Kalkaska County",2.40756931052426e-05
"1293","MI","Kent County",1.58207813417857e-05
"1294","MI","Keweenaw County",1.90576477440084e-05
"1295","MI","Lake County",2.73343833660416e-05
"1296","MI","Lapeer County",1.80546308338129e-05
"1297","MI","Leelanau County",1.31927006661678e-05
"1298","MI","Lenawee County",2.01007979294961e-05
"1299","MI","Livingston County",1.35591233546102e-05
"1300","MI","Luce County",2.3649233155261e-05
"1301","MI","Mackinac County",2.34487501776342e-05
"1302","MI","Macomb County",1.84529620530859e-05
"1303","MI","Manistee County",2.39476400544882e-05
"1304","MI","Marquette County",1.95916795651201e-05
"1305","MI","Mason County",2.09548213173949e-05
"1306","MI","Mecosta County",2.19155490194092e-05
"1307","MI","Menominee County",2.15146072249362e-05
"1308","MI","Midland County",1.37544073430977e-05
"1309","MI","Missaukee County",2.39983947738681e-05
"1310","MI","Monroe County",1.74807238739606e-05
"1311","MI","Montcalm County",2.27044707405071e-05
"1312","MI","Montmorency County",2.65748084928933e-05
"1313","MI","Muskegon County",2.23162964814433e-05
"1314","MI","Newaygo County",2.2539459156607e-05
"1315","MI","Oakland County",1.13431750475465e-05
"1316","MI","Oceana County",2.29942158382919e-05
"1317","MI","Ogemaw County",2.65269424752824e-05
"1318","MI","Ontonagon County",2.48104996471065e-05
"1319","MI","Osceola County",2.48131559158356e-05
"1320","MI","Oscoda County",2.77980547536099e-05
"1321","MI","Otsego County",2.10193129206862e-05
"1322","MI","Ottawa County",1.54564065617912e-05
"1323","MI","Presque Isle County",2.27679229082807e-05
"1324","MI","Roscommon County",2.41067072951984e-05
"1325","MI","Saginaw County",2.14106118790425e-05
"1326","MI","St. Clair County",1.98130464663469e-05
"1327","MI","St. Joseph County",2.24623089461349e-05
"1328","MI","Sanilac County",2.32834318105431e-05
"1329","MI","Schoolcraft County",2.29247315579734e-05
"1330","MI","Shiawassee County",2.15482134358256e-05
"1331","MI","Tuscola County",2.34772280395286e-05
"1332","MI","Van Buren County",2.0672224429593e-05
"1333","MI","Washtenaw County",1.26739293803132e-05
"1334","MI","Wayne County",2.01184065390951e-05
"1335","MI","Wexford County",2.32364078516445e-05
"1336","MN","Minnesota",1.40621101853771e-05
"1337","MN","Aitkin County",2.07539640362414e-05
"1338","MN","Anoka County",1.50335195394417e-05
"1339","MN","Becker County",1.81886906276403e-05
"1340","MN","Beltrami County",2.05471040325454e-05
"1341","MN","Benton County",1.94827607713029e-05
"1342","MN","Big Stone County",1.99553757981728e-05
"1343","MN","Blue Earth County",1.87366598368677e-05
"1344","MN","Brown County",1.91558536965921e-05
"1345","MN","Carlton County",1.8925412056508e-05
"1346","MN","Carver County",1.00108451981668e-05
"1347","MN","Cass County",1.98189460296344e-05
"1348","MN","Chippewa County",1.92216513227992e-05
"1349","MN","Chisago County",1.5886574207903e-05
"1350","MN","Clay County",1.76228136117232e-05
"1351","MN","Clearwater County",1.94097253229233e-05
"1352","MN","Cook County",1.98431214437463e-05
"1353","MN","Cottonwood County",1.82629860291404e-05
"1354","MN","Crow Wing County",1.89038932633669e-05
"1355","MN","Dakota County",1.29925754058274e-05
"1356","MN","Dodge County",1.72995088401287e-05
"1357","MN","Douglas County",1.64323521528247e-05
"1358","MN","Faribault County",1.95608178398041e-05
"1359","MN","Fillmore County",1.95662306432172e-05
"1360","MN","Freeborn County",1.90224407820606e-05
"1361","MN","Goodhue County",1.57228781467529e-05
"1362","MN","Grant County",1.79001206583638e-05
"1363","MN","Hennepin County",1.11659665336784e-05
"1364","MN","Houston County",1.70427466944156e-05
"1365","MN","Hubbard County",1.58074149105647e-05
"1366","MN","Isanti County",1.8158113889004e-05
"1367","MN","Itasca County",1.9292595510378e-05
"1368","MN","Jackson County",1.67361068710465e-05
"1369","MN","Kanabec County",2.0182946153118e-05
"1370","MN","Kandiyohi County",1.72613293030656e-05
"1371","MN","Kittson County",1.8789240998314e-05
"1372","MN","Koochiching County",2.08590952395163e-05
"1373","MN","Lac qui Parle County",1.81754121688879e-05
"1374","MN","Lake County",1.92986734181223e-05
"1375","MN","Lake of the Woods Co",2.12453713296861e-05
"1376","MN","Le Sueur County",1.69159732985447e-05
"1377","MN","Lincoln County",1.97007297382832e-05
"1378","MN","Lyon County",1.78105624219886e-05
"1379","MN","McLeod County",1.81107357751275e-05
"1380","MN","Mahnomen County",2.45659023006411e-05
"1381","MN","Marshall County",1.83837158300515e-05
"1382","MN","Martin County",1.84334460308769e-05
"1383","MN","Meeker County",1.79863024665306e-05
"1384","MN","Mille Lacs County",2.08757384485941e-05
"1385","MN","Morrison County",2.06244808986334e-05
"1386","MN","Mower County",1.8843045588388e-05
"1387","MN","Murray County",1.83207524107222e-05
"1388","MN","Nicollet County",1.58813305481275e-05
"1389","MN","Nobles County",2.02782126910087e-05
"1390","MN","Norman County",2.03415209529643e-05
"1391","MN","Olmsted County",1.38296138186777e-05
"1392","MN","Otter Tail County",1.80655792820044e-05
"1393","MN","Pennington County",1.95937197888729e-05
"1394","MN","Pine County",2.22304389844931e-05
"1395","MN","Pipestone County",1.8868164255084e-05
"1396","MN","Polk County",1.83099101103468e-05
"1397","MN","Pope County",1.76282089114893e-05
"1398","MN","Ramsey County",1.53002088020126e-05
"1399","MN","Red Lake County",2.08611395535155e-05
"1400","MN","Redwood County",1.95825406758158e-05
"1401","MN","Renville County",1.77556629891599e-05
"1402","MN","Rice County",1.66455794478213e-05
"1403","MN","Rock County",1.8630256722231e-05
"1404","MN","Roseau County",1.77894784984735e-05
"1405","MN","St. Louis County",1.73288171425426e-05
"1406","MN","Scott County",1.14410907736654e-05
"1407","MN","Sherburne County",1.55466391320301e-05
"1408","MN","Sibley County",1.76208943874855e-05
"1409","MN","Stearns County",1.70657442680451e-05
"1410","MN","Steele County",1.81622187034604e-05
"1411","MN","Stevens County",1.54793718102088e-05
"1412","MN","Swift County",1.91330622822649e-05
"1413","MN","Todd County",2.27647707952336e-05
"1414","MN","Traverse County",1.76006098645582e-05
"1415","MN","Wabasha County",1.76891475024776e-05
"1416","MN","Wadena County",2.31213500234438e-05
"1417","MN","Waseca County",1.91163228421483e-05
"1418","MN","Washington County",1.12677616634647e-05
"1419","MN","Watonwan County",2.09574569725249e-05
"1420","MN","Wilkin County",1.8322444771105e-05
"1421","MN","Winona County",1.79200252089553e-05
"1422","MN","Wright County",1.46903214288055e-05
"1423","MN","Yellow Medicine Coun",1.91439491313316e-05
"1424","MS","Mississippi",2.09918149049668e-05
"1425","MS","Adams County",2.27206487829528e-05
"1426","MS","Alcorn County",2.31098274559948e-05
"1427","MS","Amite County",2.16342392278474e-05
"1428","MS","Attala County",2.46637297999844e-05
"1429","MS","Benton County",2.92208149537847e-05
"1430","MS","Bolivar County",2.38844724944624e-05
"1431","MS","Calhoun County",2.86570237796913e-05
"1432","MS","Carroll County",2.24871411714346e-05
"1433","MS","Chickasaw County",2.81524243818323e-05
"1434","MS","Choctaw County",2.59807924797163e-05
"1435","MS","Claiborne County",3.33928430168197e-05
"1436","MS","Clarke County",2.14760277892382e-05
"1437","MS","Clay County",2.23308313847654e-05
"1438","MS","Coahoma County",2.88352645972487e-05
"1439","MS","Copiah County",2.58556311713227e-05
"1440","MS","Covington County",2.52961111935827e-05
"1441","MS","DeSoto County",1.90235988727229e-05
"1442","MS","Forrest County",2.10305620888696e-05
"1443","MS","Franklin County",2.14663353550465e-05
"1444","MS","George County",1.99122840582475e-05
"1445","MS","Greene County",2.08921722319773e-05
"1446","MS","Grenada County",2.32645497929398e-05
"1447","MS","Hancock County",2.02388431876063e-05
"1448","MS","Harrison County",2.14365263739517e-05
"1449","MS","Hinds County",2.26230895220658e-05
"1450","MS","Holmes County",3.50572715122981e-05
"1451","MS","Humphreys County",3.37301466522853e-05
"1452","MS","Issaquena County",2.81370312070977e-05
"1453","MS","Itawamba County",2.32737575539033e-05
"1454","MS","Jackson County",1.95473179962716e-05
"1455","MS","Jasper County",2.19755161438425e-05
"1456","MS","Jefferson County",3.1349998576562e-05
"1457","MS","Jefferson Davis Coun",2.82641100312197e-05
"1458","MS","Jones County",2.11165858450338e-05
"1459","MS","Kemper County",3.01206325512114e-05
"1460","MS","Lafayette County",1.55457406211604e-05
"1461","MS","Lamar County",1.57606883471524e-05
"1462","MS","Lauderdale County",2.01911623311078e-05
"1463","MS","Lawrence County",2.2148614703267e-05
"1464","MS","Leake County",2.52584714611955e-05
"1465","MS","Lee County",1.83594171452664e-05
"1466","MS","Leflore County",2.54983454974065e-05
"1467","MS","Lincoln County",2.03639731387166e-05
"1468","MS","Lowndes County",2.13851351756343e-05
"1469","MS","Madison County",1.24225932821117e-05
"1470","MS","Marion County",2.10896295718247e-05
"1471","MS","Marshall County",2.76807201156924e-05
"1472","MS","Monroe County",2.40393361909818e-05
"1473","MS","Montgomery County",2.50657332499612e-05
"1474","MS","Neshoba County",2.46738956707696e-05
"1475","MS","Newton County",2.34517762396967e-05
"1476","MS","Noxubee County",3.22665892116369e-05
"1477","MS","Oktibbeha County",2.04857907959593e-05
"1478","MS","Panola County",2.71995365924975e-05
"1479","MS","Pearl River County",2.11839637193871e-05
"1480","MS","Perry County",2.44566971683652e-05
"1481","MS","Pike County",2.2040095363995e-05
"1482","MS","Pontotoc County",2.40714319061472e-05
"1483","MS","Prentiss County",2.53049748343884e-05
"1484","MS","Quitman County",3.44283398344914e-05
"1485","MS","Rankin County",1.71933577212193e-05
"1486","MS","Scott County",2.68458884570731e-05
"1487","MS","Sharkey County",2.92113469561895e-05
"1488","MS","Simpson County",2.44678051933681e-05
"1489","MS","Smith County",2.36069384470248e-05
"1490","MS","Stone County",2.29258817125558e-05
"1491","MS","Sunflower County",2.93001861729779e-05
"1492","MS","Tallahatchie County",3.14466723593746e-05
"1493","MS","Tate County",2.28839849073045e-05
"1494","MS","Tippah County",2.56952752033966e-05
"1495","MS","Tishomingo County",2.43141695504074e-05
"1496","MS","Tunica County",3.39352355809117e-05
"1497","MS","Union County",2.31267347039881e-05
"1498","MS","Walthall County",2.50089185852476e-05
"1499","MS","Warren County",2.11004729125953e-05
"1500","MS","Washington County",2.62946561049238e-05
"1501","MS","Wayne County",2.03907968480398e-05
"1502","MS","Webster County",2.40133378635813e-05
"1503","MS","Wilkinson County",2.71546271665286e-05
"1504","MS","Winston County",2.51471351736817e-05
"1505","MS","Yalobusha County",2.76889062518378e-05
"1506","MS","Yazoo County",2.60882601634891e-05
"1507","MO","Missouri",1.71425241768032e-05
"1508","MO","Adair County",2.28139595433677e-05
"1509","MO","Andrew County",1.77395421713206e-05
"1510","MO","Atchison County",1.96144924111672e-05
"1511","MO","Audrain County",2.31514738789879e-05
"1512","MO","Barry County",2.39409654646852e-05
"1513","MO","Barton County",2.29862218250581e-05
"1514","MO","Bates County",2.24588495946883e-05
"1515","MO","Benton County",2.73932426733645e-05
"1516","MO","Bollinger County",2.62866623122243e-05
"1517","MO","Boone County",1.60515367195237e-05
"1518","MO","Buchanan County",2.09962151364253e-05
"1519","MO","Butler County",2.37408008736061e-05
"1520","MO","Caldwell County",2.2163513791502e-05
"1521","MO","Callaway County",2.09097181353809e-05
"1522","MO","Camden County",1.91257317908986e-05
"1523","MO","Cape Girardeau Count",1.7758900118151e-05
"1524","MO","Carroll County",2.20374136850938e-05
"1525","MO","Carter County",2.84753475614066e-05
"1526","MO","Cass County",1.65569713744336e-05
"1527","MO","Cedar County",2.69322259548641e-05
"1528","MO","Chariton County",2.27198393115128e-05
"1529","MO","Christian County",1.80905236303896e-05
"1530","MO","Clark County",2.40295536666663e-05
"1531","MO","Clay County",1.57967731812095e-05
"1532","MO","Clinton County",1.80754036622819e-05
"1533","MO","Cole County",1.77863905600707e-05
"1534","MO","Cooper County",2.21407187405803e-05
"1535","MO","Crawford County",2.64655574465094e-05
"1536","MO","Dade County",2.47988556648566e-05
"1537","MO","Dallas County",2.71180262710746e-05
"1538","MO","Daviess County",2.35446784039417e-05
"1539","MO","DeKalb County",2.20103438275633e-05
"1540","MO","Dent County",2.59874067247979e-05
"1541","MO","Douglas County",2.96224553542252e-05
"1542","MO","Dunklin County",2.69905539501799e-05
"1543","MO","Franklin County",1.84655952172882e-05
"1544","MO","Gasconade County",2.28729023509476e-05
"1545","MO","Gentry County",2.52037024981512e-05
"1546","MO","Greene County",1.86157648146836e-05
"1547","MO","Grundy County",2.38850993959832e-05
"1548","MO","Harrison County",2.69574781362425e-05
"1549","MO","Henry County",2.28249146587025e-05
"1550","MO","Hickory County",2.89135524136446e-05
"1551","MO","Holt County",2.06186127574105e-05
"1552","MO","Howard County",2.22029086513697e-05
"1553","MO","Howell County",2.47998900580438e-05
"1554","MO","Iron County",2.77741630789584e-05
"1555","MO","Jackson County",1.79340214530202e-05
"1556","MO","Jasper County",2.20182812489599e-05
"1557","MO","Jefferson County",1.88912672911275e-05
"1558","MO","Johnson County",2.10334804753745e-05
"1559","MO","Knox County",2.76025643429674e-05
"1560","MO","Laclede County",2.48603868021771e-05
"1561","MO","Lafayette County",2.09849321999213e-05
"1562","MO","Lawrence County",2.3557584522332e-05
"1563","MO","Lewis County",2.36720199528363e-05
"1564","MO","Lincoln County",1.9875225337593e-05
"1565","MO","Linn County",2.30430144631458e-05
"1566","MO","Livingston County",2.24509588543118e-05
"1567","MO","McDonald County",2.7086785963788e-05
"1568","MO","Macon County",2.39106732927566e-05
"1569","MO","Madison County",2.47665345059705e-05
"1570","MO","Maries County",2.4752619685292e-05
"1571","MO","Marion County",2.17019056236644e-05
"1572","MO","Mercer County",2.50311526368468e-05
"1573","MO","Miller County",2.57571015109705e-05
"1574","MO","Mississippi County",2.49965720520829e-05
"1575","MO","Moniteau County",2.26803363323294e-05
"1576","MO","Monroe County",2.42090832790057e-05
"1577","MO","Montgomery County",2.37942728370593e-05
"1578","MO","Morgan County",2.72782303483961e-05
"1579","MO","New Madrid County",2.24878539602196e-05
"1580","MO","Newton County",2.00225689886314e-05
"1581","MO","Nodaway County",2.13955433719279e-05
"1582","MO","Oregon County",3.00065995302698e-05
"1583","MO","Osage County",2.16896557002134e-05
"1584","MO","Ozark County",2.86912537894118e-05
"1585","MO","Pemiscot County",2.58544867876938e-05
"1586","MO","Perry County",2.17922220121982e-05
"1587","MO","Pettis County",2.3014978371892e-05
"1588","MO","Phelps County",2.15972719451708e-05
"1589","MO","Pike County",2.37302485662105e-05
"1590","MO","Platte County",1.27446700574512e-05
"1591","MO","Polk County",2.31853323595815e-05
"1592","MO","Pulaski County",2.30614570984365e-05
"1593","MO","Putnam County",2.73064787552981e-05
"1594","MO","Ralls County",2.10437235090799e-05
"1595","MO","Randolph County",2.16937425317552e-05
"1596","MO","Ray County",2.01085407993646e-05
"1597","MO","Reynolds County",2.83546731739698e-05
"1598","MO","Ripley County",3.01636223007869e-05
"1599","MO","St. Charles County",1.41803683768959e-05
"1600","MO","St. Clair County",2.61176321116344e-05
"1601","MO","Ste. Genevieve Count",1.99314624224065e-05
"1602","MO","St. Francois County",2.31826770011427e-05
"1603","MO","St. Louis County",1.17540253483906e-05
"1604","MO","Saline County",2.36167862120934e-05
"1605","MO","Schuyler County",2.9870976958385e-05
"1606","MO","Scotland County",2.527147345445e-05
"1607","MO","Scott County",2.14778629974115e-05
"1608","MO","Shannon County",3.23333800678399e-05
"1609","MO","Shelby County",2.51263046730346e-05
"1610","MO","Stoddard County",2.3059003591858e-05
"1611","MO","Stone County",2.22482757093898e-05
"1612","MO","Sullivan County",2.73029808028772e-05
"1613","MO","Taney County",2.53595967529499e-05
"1614","MO","Texas County",2.78991916406882e-05
"1615","MO","Vernon County",2.53737187852423e-05
"1616","MO","Warren County",1.94285434694416e-05
"1617","MO","Washington County",2.82240825678463e-05
"1618","MO","Wayne County",3.11948653559582e-05
"1619","MO","Webster County",2.25086603169676e-05
"1620","MO","Worth County",2.59997137940515e-05
"1621","MO","Wright County",2.90621730850111e-05
"1622","MO","St. Louis city",2.23347258045332e-05
"1623","MT","Montana",1.77948955687222e-05
"1624","MT","Beaverhead County",2.02684969491361e-05
"1625","MT","Big Horn County",2.58621576440597e-05
"1626","MT","Blaine County",2.64195410910558e-05
"1627","MT","Broadwater County",1.96383034628551e-05
"1628","MT","Carbon County",1.80298574673667e-05
"1629","MT","Carter County",1.70224220257534e-05
"1630","MT","Cascade County",1.93641306955347e-05
"1631","MT","Chouteau County",2.21903547719393e-05
"1632","MT","Custer County",1.77342622989408e-05
"1633","MT","Daniels County",1.83636263833618e-05
"1634","MT","Dawson County",1.74912529595672e-05
"1635","MT","Deer Lodge County",2.184526410311e-05
"1636","MT","Fallon County",1.37842227601321e-05
"1637","MT","Fergus County",2.01831585882686e-05
"1638","MT","Flathead County",1.76284737735013e-05
"1639","MT","Gallatin County",1.51389753966248e-05
"1640","MT","Garfield County",1.98874459438e-05
"1641","MT","Glacier County",2.73129072677998e-05
"1642","MT","Golden Valley County",2.04119021687222e-05
"1643","MT","Granite County",1.90211227703194e-05
"1644","MT","Hill County",2.1119782481039e-05
"1645","MT","Jefferson County",1.58727405383439e-05
"1646","MT","Judith Basin County",2.27955025739628e-05
"1647","MT","Lake County",2.2844808011888e-05
"1648","MT","Lewis and Clark Coun",1.7337630025881e-05
"1649","MT","Liberty County",2.55449654392009e-05
"1650","MT","Lincoln County",2.2186595387326e-05
"1651","MT","McCone County",2.25231806910554e-05
"1652","MT","Madison County",1.73973807157422e-05
"1653","MT","Meagher County",2.49413507744185e-05
"1654","MT","Mineral County",2.29553608139024e-05
"1655","MT","Missoula County",1.59766243565034e-05
"1656","MT","Musselshell County",2.02142226943445e-05
"1657","MT","Park County",1.97340113676245e-05
"1658","MT","Petroleum County",2.38725335411449e-05
"1659","MT","Phillips County",2.27205330351916e-05
"1660","MT","Pondera County",2.60170933758161e-05
"1661","MT","Powder River County",1.8244477667824e-05
"1662","MT","Powell County",2.33873488039007e-05
"1663","MT","Prairie County",1.92797118081929e-05
"1664","MT","Ravalli County",1.89287034870867e-05
"1665","MT","Richland County",1.36580535914633e-05
"1666","MT","Roosevelt County",2.19947630127096e-05
"1667","MT","Rosebud County",1.79813101981826e-05
"1668","MT","Sanders County",2.37034269784674e-05
"1669","MT","Sheridan County",1.66999963246453e-05
"1670","MT","Silver Bow County",1.86980979696215e-05
"1671","MT","Stillwater County",1.49977249653852e-05
"1672","MT","Sweet Grass County",1.8179214984694e-05
"1673","MT","Teton County",2.04341779554602e-05
"1674","MT","Toole County",2.28277026831313e-05
"1675","MT","Treasure County",1.94073399779055e-05
"1676","MT","Valley County",1.95190869532094e-05
"1677","MT","Wheatland County",2.34072331737749e-05
"1678","MT","Wibaux County",2.13846549348899e-05
"1679","MT","Yellowstone County",1.63516249500058e-05
"1680","NE","Nebraska",1.62370137254023e-05
"1681","NE","Adams County",1.79794046763561e-05
"1682","NE","Antelope County",1.89732360153498e-05
"1683","NE","Arthur County",2.11116337488375e-05
"1684","NE","Banner County",2.42293651441311e-05
"1685","NE","Blaine County",2.18266938799106e-05
"1686","NE","Boone County",1.80458633300195e-05
"1687","NE","Box Butte County",1.86990802187516e-05
"1688","NE","Boyd County",2.40308899522538e-05
"1689","NE","Brown County",2.10799727842512e-05
"1690","NE","Buffalo County",1.6652265214015e-05
"1691","NE","Burt County",1.93324770556046e-05
"1692","NE","Butler County",1.95666337145314e-05
"1693","NE","Cass County",1.59735401550401e-05
"1694","NE","Cedar County",1.78520093070354e-05
"1695","NE","Chase County",1.63838438955499e-05
"1696","NE","Cherry County",2.06862312118939e-05
"1697","NE","Cheyenne County",1.71063843903244e-05
"1698","NE","Clay County",1.76208115303151e-05
"1699","NE","Colfax County",2.09882850286186e-05
"1700","NE","Cuming County",1.71737537233045e-05
"1701","NE","Custer County",2.05741992150225e-05
"1702","NE","Dakota County",2.34746905441253e-05
"1703","NE","Dawes County",2.29853976004135e-05
"1704","NE","Dawson County",2.23190514877627e-05
"1705","NE","Deuel County",2.11573198705696e-05
"1706","NE","Dixon County",2.06117287820184e-05
"1707","NE","Dodge County",1.88576829194033e-05
"1708","NE","Douglas County",1.43000238201449e-05
"1709","NE","Dundy County",1.91973892112916e-05
"1710","NE","Fillmore County",1.76589709541038e-05
"1711","NE","Franklin County",2.02150538340551e-05
"1712","NE","Frontier County",2.09076961008685e-05
"1713","NE","Furnas County",2.2248427251681e-05
"1714","NE","Gage County",1.93964321727789e-05
"1715","NE","Garden County",2.49750819959026e-05
"1716","NE","Garfield County",2.29335032972143e-05
"1717","NE","Gosper County",1.75741346578769e-05
"1718","NE","Grant County",1.71137215137968e-05
"1719","NE","Greeley County",2.30557764436196e-05
"1720","NE","Hall County",1.89087217023104e-05
"1721","NE","Hamilton County",1.59116533003984e-05
"1722","NE","Harlan County",2.06556884321008e-05
"1723","NE","Hayes County",2.33573866326241e-05
"1724","NE","Hitchcock County",2.22774004897276e-05
"1725","NE","Holt County",1.91730172705048e-05
"1726","NE","Hooker County",2.10072773155272e-05
"1727","NE","Howard County",1.98640663783019e-05
"1728","NE","Jefferson County",1.85420803252168e-05
"1729","NE","Johnson County",2.20957761926918e-05
"1730","NE","Kearney County",1.5652657399537e-05
"1731","NE","Keith County",2.1347775481567e-05
"1732","NE","Keya Paha County",1.90485488917509e-05
"1733","NE","Kimball County",2.10734432092294e-05
"1734","NE","Knox County",2.20071995246601e-05
"1735","NE","Lancaster County",1.62168539780482e-05
"1736","NE","Lincoln County",1.80846413248347e-05
"1737","NE","Logan County",2.26876278281634e-05
"1738","NE","Loup County",2.68255308012367e-05
"1739","NE","McPherson County",2.10804944569189e-05
"1740","NE","Madison County",1.85202065903643e-05
"1741","NE","Merrick County",2.02898201056547e-05
"1742","NE","Morrill County",2.09508929126387e-05
"1743","NE","Nance County",2.23114771883293e-05
"1744","NE","Nemaha County",1.75082291931595e-05
"1745","NE","Nuckolls County",2.07995391091574e-05
"1746","NE","Otoe County",1.74168353128768e-05
"1747","NE","Pawnee County",2.21924354777786e-05
"1748","NE","Perkins County",1.84331677818027e-05
"1749","NE","Phelps County",1.66166457916888e-05
"1750","NE","Pierce County",1.7031627531651e-05
"1751","NE","Platte County",1.75157123576213e-05
"1752","NE","Polk County",1.80589985636482e-05
"1753","NE","Red Willow County",1.96006754639413e-05
"1754","NE","Richardson County",2.10151477607523e-05
"1755","NE","Rock County",2.04209742518922e-05
"1756","NE","Saline County",1.99736650781021e-05
"1757","NE","Sarpy County",1.47896641760802e-05
"1758","NE","Saunders County",1.62427574628126e-05
"1759","NE","Scotts Bluff County",2.05837281643376e-05
"1760","NE","Seward County",1.61008770062573e-05
"1761","NE","Sheridan County",2.27896278039258e-05
"1762","NE","Sherman County",2.39061017170188e-05
"1763","NE","Sioux County",2.33117832021328e-05
"1764","NE","Stanton County",1.89838104573153e-05
"1765","NE","Thayer County",1.81707950494702e-05
"1766","NE","Thomas County",1.78916272557374e-05
"1767","NE","Thurston County",2.19222372553126e-05
"1768","NE","Valley County",2.1598827190039e-05
"1769","NE","Washington County",1.42434897012817e-05
