"","STATE","COUNTYNAME","param"
"599","ID","Owyhee County",2.43347323305534e-05
"600","ID","Payette County",2.07166955019564e-05
"601","ID","Power County",2.13346273323494e-05
"602","ID","Shoshone County",2.35061778094812e-05
"603","ID","Teton County",1.89128969367838e-05
"604","ID","Twin Falls County",2.03584576752087e-05
"605","ID","Valley County",1.70048173912089e-05
"606","ID","Washington County",2.43112268018477e-05
"607","IL","Illinois",1.39808141379979e-05
"608","IL","Adams County",1.8248162820731e-05
"609","IL","Alexander County",2.79625199583641e-05
"610","IL","Bond County",1.85868878760883e-05
"611","IL","Boone County",1.67136505372681e-05
"612","IL","Brown County",1.99539757950516e-05
"613","IL","Bureau County",1.8511091000171e-05
"614","IL","Calhoun County",1.77828064195791e-05
"615","IL","Carroll County",1.96788646788933e-05
"616","IL","Cass County",2.24189276482522e-05
"617","IL","Champaign County",1.61768415790206e-05
"618","IL","Christian County",1.9728429026463e-05
"619","IL","Clark County",1.98411226746954e-05
"620","IL","Clay County",2.31853305309835e-05
"621","IL","Clinton County",1.67152661502351e-05
"622","IL","Coles County",1.96668723833366e-05
"623","IL","Cook County",1.3522115995454e-05
"624","IL","Crawford County",1.90804345893125e-05
"625","IL","Cumberland County",2.09566466144735e-05
"626","IL","DeKalb County",1.75527393150826e-05
"627","IL","De Witt County",1.8563493308542e-05
"628","IL","Douglas County",1.90467314379325e-05
"629","IL","DuPage County",1.05970792212382e-05
"630","IL","Edgar County",2.00004330121482e-05
"631","IL","Edwards County",2.07169339454189e-05
"632","IL","Effingham County",1.73344847656975e-05
"633","IL","Fayette County",2.20861096015767e-05
"634","IL","Ford County",1.92802879611633e-05
"635","IL","Franklin County",2.23780886527148e-05
"636","IL","Fulton County",2.13966556723849e-05
"637","IL","Gallatin County",2.03913318879678e-05
"638","IL","Greene County",2.29019288486146e-05
"639","IL","Grundy County",1.49590017436527e-05
"640","IL","Hamilton County",2.12403879865656e-05
"641","IL","Hancock County",2.03715940727156e-05
"642","IL","Hardin County",2.16770870478013e-05
"643","IL","Henderson County",2.15078164453783e-05
"644","IL","Henry County",1.74847540289375e-05
"645","IL","Iroquois County",1.9819465056676e-05
"646","IL","Jackson County",2.06707812981545e-05
"647","IL","Jasper County",2.01286543789568e-05
"648","IL","Jefferson County",2.07712706680275e-05
"649","IL","Jersey County",1.89162227704597e-05
"650","IL","Jo Daviess County",2.03684888750533e-05
"651","IL","Johnson County",2.07438940049192e-05
"652","IL","Kane County",1.37063453495198e-05
"653","IL","Kankakee County",1.85304662218545e-05
"654","IL","Kendall County",1.41894732491435e-05
"655","IL","Knox County",2.05970214964027e-05
"656","IL","Lake County",9.03597588621791e-06
"657","IL","LaSalle County",1.84980347127421e-05
"658","IL","Lawrence County",2.19937218232805e-05
"659","IL","Lee County",1.86823833413073e-05
"660","IL","Livingston County",1.85453155325048e-05
"661","IL","Logan County",1.94323544152679e-05
"662","IL","McDonough County",2.04358138902205e-05
"663","IL","McHenry County",1.36239941867952e-05
"664","IL","McLean County",1.43190186389716e-05
"665","IL","Macon County",1.81413172929564e-05
"666","IL","Macoupin County",1.96092233642022e-05
"667","IL","Madison County",1.69005139795091e-05
"668","IL","Marion County",2.21617611600279e-05
"669","IL","Marshall County",1.81483391596255e-05
"670","IL","Mason County",1.98185471274777e-05
"671","IL","Massac County",2.22973516290139e-05
"672","IL","Menard County",1.62075697558705e-05
"673","IL","Mercer County",1.75256216712682e-05
"674","IL","Monroe County",1.33980738753415e-05
"675","IL","Montgomery County",1.97648700588677e-05
"676","IL","Morgan County",1.90562848987385e-05
"677","IL","Moultrie County",1.7729459263153e-05
"678","IL","Ogle County",1.79092512039971e-05
"679","IL","Peoria County",1.50432545086075e-05
"680","IL","Perry County",2.18848493405502e-05
"681","IL","Piatt County",1.60366109916579e-05
"682","IL","Pike County",2.13653532606821e-05
"683","IL","Pope County",2.23768614581536e-05
"684","IL","Pulaski County",2.47286440919668e-05
"685","IL","Putnam County",1.7893968151475e-05
"686","IL","Randolph County",1.98790828202859e-05
"687","IL","Richland County",2.16541946548895e-05
"688","IL","Rock Island County",1.89656495533097e-05
"689","IL","St. Clair County",1.75922732476839e-05
"690","IL","Saline County",1.97652793308504e-05
"691","IL","Sangamon County",1.57003339763585e-05
"692","IL","Schuyler County",1.97588124191107e-05
"693","IL","Scott County",2.00135748431742e-05
"694","IL","Shelby County",2.03063153171965e-05
"695","IL","Stark County",1.92518767982064e-05
"696","IL","Stephenson County",2.10271689415908e-05
"697","IL","Tazewell County",1.61150247443395e-05
"698","IL","Union County",2.12492556498352e-05
"699","IL","Vermilion County",2.21809375082012e-05
"700","IL","Wabash County",1.77172752958171e-05
"701","IL","Warren County",2.09273443154979e-05
"702","IL","Washington County",1.78581854981207e-05
"703","IL","Wayne County",2.15026300633258e-05
"704","IL","White County",1.91452860414165e-05
"705","IL","Whiteside County",2.00274628807139e-05
"706","IL","Will County",1.38807126401156e-05
"707","IL","Williamson County",1.95631122443625e-05
"708","IL","Winnebago County",1.91149875836029e-05
"709","IL","Woodford County",1.36803394814444e-05
"710","IN","Indiana",1.80073343243718e-05
"711","IN","Adams County",2.12104216030217e-05
"712","IN","Allen County",1.78518493722209e-05
"713","IN","Bartholomew County",1.62397991148046e-05
"714","IN","Benton County",2.25727024351754e-05
"715","IN","Blackford County",2.48537863451403e-05
"716","IN","Boone County",9.94640672416248e-06
"717","IN","Brown County",1.96229600507366e-05
"718","IN","Carroll County",2.00409422333398e-05
"719","IN","Cass County",2.30954903839169e-05
"720","IN","Clark County",2.04754567012898e-05
"721","IN","Clay County",2.1900339700992e-05
"722","IN","Clinton County",2.24689488698309e-05
"723","IN","Crawford County",2.59736975969539e-05
"724","IN","Daviess County",2.10130235269733e-05
"725","IN","Dearborn County",1.79137146797332e-05
"726","IN","Decatur County",2.15256482396035e-05
"727","IN","DeKalb County",1.99361618550831e-05
"728","IN","Delaware County",2.01090489783984e-05
"729","IN","Dubois County",1.50915540126506e-05
"730","IN","Elkhart County",1.81454386616278e-05
"731","IN","Fayette County",2.51495662209724e-05
"732","IN","Floyd County",1.37532966829828e-05
"733","IN","Fountain County",2.29661346222127e-05
"734","IN","Franklin County",1.80128559470666e-05
"735","IN","Fulton County",2.10676494144225e-05
"736","IN","Gibson County",1.99628029667157e-05
"737","IN","Grant County",2.37887343739172e-05
"738","IN","Greene County",2.22461897581648e-05
"739","IN","Hamilton County",9.3695277231719e-06
"740","IN","Hancock County",1.60367928555541e-05
"741","IN","Harrison County",1.99751596253578e-05
"742","IN","Hendricks County",1.51228730018663e-05
"743","IN","Henry County",2.29102265297687e-05
"744","IN","Howard County",2.04633335702005e-05
"745","IN","Huntington County",2.11896260356701e-05
"746","IN","Jackson County",2.03900938467541e-05
"747","IN","Jasper County",1.8900834768676e-05
"748","IN","Jay County",2.51626157538391e-05
"749","IN","Jefferson County",2.0908377321749e-05
"750","IN","Jennings County",2.32881088005085e-05
"751","IN","Johnson County",1.61266969197285e-05
"752","IN","Knox County",2.10385349599446e-05
"753","IN","Kosciusko County",1.6715376090794e-05
"754","IN","LaGrange County",2.03422172659375e-05
"755","IN","Lake County",1.92029556907198e-05
"756","IN","LaPorte County",2.05308112478923e-05
"757","IN","Lawrence County",2.22428218024105e-05
"758","IN","Madison County",2.2826200918333e-05
"759","IN","Marion County",1.97444708824149e-05
"760","IN","Marshall County",2.03527249497326e-05
"761","IN","Martin County",2.1465605965663e-05
"762","IN","Miami County",2.34339522748555e-05
"763","IN","Monroe County",1.70538773297651e-05
"764","IN","Montgomery County",2.1664427605994e-05
"765","IN","Morgan County",1.86727155993456e-05
"766","IN","Newton County",2.13392072171532e-05
"767","IN","Noble County",2.17242456112195e-05
"768","IN","Ohio County",2.03180834100282e-05
"769","IN","Orange County",2.45846377578526e-05
"770","IN","Owen County",2.36182732393077e-05
"771","IN","Parke County",2.29025216158121e-05
"772","IN","Perry County",2.14934626155733e-05
"773","IN","Pike County",2.08140645037259e-05
"774","IN","Porter County",1.51954876194989e-05
"775","IN","Posey County",1.66310454908871e-05
"776","IN","Pulaski County",2.14101057188974e-05
"777","IN","Putnam County",2.07068774791459e-05
"778","IN","Randolph County",2.38463110774737e-05
"779","IN","Ripley County",2.06364770333846e-05
"780","IN","Rush County",2.17271161853629e-05
"781","IN","St. Joseph County",1.85332370597374e-05
"782","IN","Scott County",2.42829142745585e-05
"783","IN","Shelby County",2.02784719699334e-05
"784","IN","Spencer County",1.96658072665659e-05
"785","IN","Starke County",2.33343118158969e-05
"786","IN","Steuben County",1.96750834135908e-05
"787","IN","Sullivan County",2.13162215607485e-05
"788","IN","Switzerland County",2.37008255337915e-05
"789","IN","Tippecanoe County",1.77926839364768e-05
"790","IN","Tipton County",1.75234967449812e-05
"791","IN","Union County",2.36494522034553e-05
"792","IN","Vanderburgh County",1.83556732156826e-05
"793","IN","Vermillion County",2.29721781983433e-05
"794","IN","Vigo County",2.13869453122588e-05
"795","IN","Wabash County",2.07938402825136e-05
"796","IN","Warren County",1.92469829535574e-05
"797","IN","Warrick County",1.33870377745811e-05
"798","IN","Washington County",2.39146429998136e-05
"799","IN","Wayne County",2.31506677226307e-05
"800","IN","Wells County",2.00057479253197e-05
"801","IN","White County",2.05022791559467e-05
"802","IN","Whitley County",1.89447528575587e-05
"803","IA","Iowa",1.64651271902965e-05
"804","IA","Adair County",2.09730286187494e-05
"805","IA","Adams County",2.10370079821216e-05
"806","IA","Allamakee County",2.13365994460809e-05
"807","IA","Appanoose County",2.44862018591413e-05
"808","IA","Audubon County",1.8351790601888e-05
"809","IA","Benton County",1.65373411739989e-05
"810","IA","Black Hawk County",1.76257147850702e-05
"811","IA","Boone County",1.70517702716458e-05
"812","IA","Bremer County",1.53595696630607e-05
"813","IA","Buchanan County",1.73139805632941e-05
"814","IA","Buena Vista County",1.89116935275001e-05
"815","IA","Butler County",1.86448532610162e-05
"816","IA","Calhoun County",1.89136918786755e-05
"817","IA","Carroll County",1.70369738568087e-05
"818","IA","Cass County",1.98961235411812e-05
"819","IA","Cedar County",1.65683128317578e-05
"820","IA","Cerro Gordo County",1.69104686573275e-05
"821","IA","Cherokee County",1.85147612175713e-05
"822","IA","Chickasaw County",1.73806667118187e-05
"823","IA","Clarke County",2.21267865582485e-05
"824","IA","Clay County",1.65358112376404e-05
"825","IA","Clayton County",1.7255641945413e-05
"826","IA","Clinton County",1.9526289905984e-05
"827","IA","Crawford County",2.02812019156402e-05
"828","IA","Dallas County",1.01408554499758e-05
"829","IA","Davis County",2.07571866282024e-05
"830","IA","Decatur County",2.49176663903413e-05
"831","IA","Delaware County",1.88517964814381e-05
"832","IA","Des Moines County",1.89257769419869e-05
"833","IA","Dickinson County",1.38516420977615e-05
"834","IA","Dubuque County",1.61748285176132e-05
"835","IA","Emmet County",2.04327830615122e-05
"836","IA","Fayette County",2.00636078987833e-05
"837","IA","Floyd County",1.89017139632525e-05
"838","IA","Franklin County",1.82630500714654e-05
"839","IA","Fremont County",1.85042453886792e-05
"840","IA","Greene County",1.96008899468063e-05
"841","IA","Grundy County",1.5300385892316e-05
"842","IA","Guthrie County",1.70872665947259e-05
"843","IA","Hamilton County",1.6550259744204e-05
"844","IA","Hancock County",1.85490243061496e-05
"845","IA","Hardin County",1.8104648480291e-05
"846","IA","Harrison County",1.85457064164056e-05
"847","IA","Henry County",2.05685319425588e-05
"848","IA","Howard County",2.07341909232748e-05
"849","IA","Humboldt County",1.67767750414589e-05
"850","IA","Ida County",1.68119153917929e-05
"851","IA","Iowa County",1.76416569808191e-05
"852","IA","Jackson County",1.91975764996634e-05
"853","IA","Jasper County",1.84720213538213e-05
"854","IA","Jefferson County",2.02589731210414e-05
"855","IA","Johnson County",1.39295950155613e-05
"856","IA","Jones County",1.84215781105957e-05
"857","IA","Keokuk County",2.08970262168125e-05
"858","IA","Kossuth County",1.6927938232212e-05
"859","IA","Lee County",2.01899676942073e-05
"860","IA","Linn County",1.51568241082273e-05
"861","IA","Louisa County",2.04419159832211e-05
"862","IA","Lucas County",2.19566853677353e-05
"863","IA","Lyon County",1.56948713100542e-05
"864","IA","Madison County",1.50955257744791e-05
"865","IA","Mahaska County",1.93730748175834e-05
"866","IA","Marion County",1.58657729961763e-05
"867","IA","Marshall County",1.90979365160717e-05
"868","IA","Mills County",1.58210142596676e-05
"869","IA","Mitchell County",1.76704114193096e-05
"870","IA","Monona County",1.88420505193073e-05
"871","IA","Monroe County",2.17143712429812e-05
"872","IA","Montgomery County",2.06553290802968e-05
"873","IA","Muscatine County",1.84733726290854e-05
"874","IA","O'Brien County",1.71538759096778e-05
"875","IA","Osceola County",1.89631621208938e-05
"876","IA","Page County",2.06240553316346e-05
"877","IA","Palo Alto County",1.87958313099537e-05
"878","IA","Plymouth County",1.61800418520562e-05
"879","IA","Pocahontas County",1.97922302806558e-05
"880","IA","Polk County",1.46065897163086e-05
"881","IA","Pottawattamie County",1.81154519851172e-05
"882","IA","Poweshiek County",1.809182974386e-05
"883","IA","Ringgold County",2.06759949862718e-05
"884","IA","Sac County",1.89370001262008e-05
"885","IA","Scott County",1.52916974891289e-05
"886","IA","Shelby County",1.78182152319914e-05
"887","IA","Sioux County",1.4558389550418e-05
"888","IA","Story County",1.53545260812228e-05
"889","IA","Tama County",1.95892464668231e-05
"890","IA","Taylor County",2.27738499598477e-05
"891","IA","Union County",2.13484626277445e-05
"892","IA","Van Buren County",2.23483471253593e-05
"893","IA","Wapello County",2.16193820602114e-05
"894","IA","Warren County",1.508227094809e-05
"895","IA","Washington County",1.84833540450362e-05
"896","IA","Wayne County",2.36918784091147e-05
"897","IA","Webster County",1.92002875291892e-05
"898","IA","Winnebago County",1.9722358913099e-05
"899","IA","Winneshiek County",1.81295380326267e-05
"900","IA","Woodbury County",1.96019664011676e-05
"901","IA","Worth County",2.01261700082146e-05
"902","IA","Wright County",1.97202481156074e-05
"903","KS","Kansas",1.60070310174637e-05
"904","KS","Allen County",2.41787478115855e-05
"905","KS","Anderson County",2.16333080947298e-05
"906","KS","Atchison County",2.13177838995919e-05
"907","KS","Barber County",2.02444364222425e-05
"908","KS","Barton County",1.87931248963111e-05
"909","KS","Bourbon County",2.58187849032802e-05
"910","KS","Brown County",2.08423212001279e-05
"911","KS","Butler County",1.52616983165256e-05
"912","KS","Chase County",2.02282345754309e-05
"913","KS","Chautauqua County",2.20556100862144e-05
"914","KS","Cherokee County",2.21011474404896e-05
"915","KS","Cheyenne County",2.27940507562275e-05
"916","KS","Clark County",1.80866976339536e-05
"917","KS","Clay County",1.8369176445538e-05
"918","KS","Cloud County",2.35556893587472e-05
"919","KS","Coffey County",1.72615391214942e-05
"920","KS","Comanche County",2.11787459939285e-05
"921","KS","Cowley County",2.09317253499093e-05
"922","KS","Crawford County",1.91890797763509e-05
"923","KS","Decatur County",2.42934678658706e-05
"924","KS","Dickinson County",2.11160700456499e-05
"925","KS","Doniphan County",2.09905072646675e-05
"926","KS","Douglas County",1.6398756886302e-05
"927","KS","Edwards County",2.00952487535005e-05
"928","KS","Elk County",2.45027788133701e-05
"929","KS","Ellis County",1.83810865360042e-05
"930","KS","Ellsworth County",2.0700891559424e-05
"931","KS","Finney County",2.14290354501327e-05
"932","KS","Ford County",2.31663892126214e-05
"933","KS","Franklin County",2.0856621974886e-05
"934","KS","Geary County",2.60976581249768e-05
"935","KS","Gove County",2.09945610953492e-05
"936","KS","Graham County",2.33009530737803e-05
"937","KS","Grant County",1.93385121708975e-05
"938","KS","Gray County",1.62470387313381e-05
"939","KS","Greeley County",1.97510290447329e-05
"940","KS","Greenwood County",2.27536533075084e-05
"941","KS","Hamilton County",2.38785331692893e-05
"942","KS","Harper County",1.82185720943855e-05
"943","KS","Harvey County",1.8961460996487e-05
"944","KS","Haskell County",1.88518906404425e-05
"945","KS","Hodgeman County",2.06924216824121e-05
"946","KS","Jackson County",2.12677385791503e-05
"947","KS","Jefferson County",1.82940051868397e-05
"948","KS","Jewell County",2.27566934992145e-05
"949","KS","Johnson County",1.02615736958731e-05
"950","KS","Kearny County",1.88991477747214e-05
"951","KS","Kingman County",2.01783587205527e-05
"952","KS","Kiowa County",2.01494352614716e-05
"953","KS","Labette County",2.50618204597036e-05
"954","KS","Lane County",1.8859363395341e-05
"955","KS","Leavenworth County",1.66338327801142e-05
"956","KS","Lincoln County",2.53906394475307e-05
"957","KS","Linn County",2.18064298910856e-05
"958","KS","Logan County",1.99366449830603e-05
"959","KS","Lyon County",2.11955257614587e-05
"960","KS","McPherson County",1.74478219196503e-05
"961","KS","Marion County",2.06392467578762e-05
"962","KS","Marshall County",1.66049342721771e-05
"963","KS","Meade County",1.84412020455301e-05
"964","KS","Miami County",1.58620373648413e-05
"965","KS","Mitchell County",1.87745516032928e-05
"966","KS","Montgomery County",2.2546572096452e-05
"967","KS","Morris County",2.12724077339694e-05
"968","KS","Morton County",2.03082341781212e-05
"969","KS","Nemaha County",1.76998354320207e-05
"970","KS","Neosho County",2.27964686079341e-05
"971","KS","Ness County",1.98410411063767e-05
"972","KS","Norton County",2.13100704683475e-05
"973","KS","Osage County",2.14492492448638e-05
"974","KS","Osborne County",2.22893231180263e-05
"975","KS","Ottawa County",2.10913999717602e-05
"976","KS","Pawnee County",2.19655214774201e-05
"977","KS","Phillips County",2.22337507503652e-05
"978","KS","Pottawatomie County",1.63972786464309e-05
"979","KS","Pratt County",1.90023591322e-05
"980","KS","Rawlins County",2.0104240641718e-05
"981","KS","Reno County",2.01047488723996e-05
"982","KS","Republic County",2.2660236565567e-05
"983","KS","Rice County",2.0108080580601e-05
"984","KS","Riley County",1.83358830531267e-05
"985","KS","Rooks County",2.27505417659672e-05
"986","KS","Rush County",2.31733655111323e-05
"987","KS","Russell County",2.20615714627425e-05
"988","KS","Saline County",1.38016353590492e-05
"989","KS","Scott County",1.69063777800032e-05
"990","KS","Sedgwick County",1.61422022028648e-05
"991","KS","Seward County",2.33654603369163e-05
"992","KS","Shawnee County",1.86710840878977e-05
"993","KS","Sheridan County",1.85224096445943e-05
"994","KS","Sherman County",2.27463686594869e-05
"995","KS","Smith County",2.41573772732917e-05
"996","KS","Stafford County",2.13757385463307e-05
"997","KS","Stanton County",1.70930986669265e-05
"998","KS","Stevens County",1.73464775796082e-05
"999","KS","Sumner County",2.03953380695018e-05
"1000","KS","Thomas County",1.82191277044907e-05
"1001","KS","Trego County",2.12454979430333e-05
"1002","KS","Wabaunsee County",1.90915123703954e-05
"1003","KS","Wallace County",1.65678415127426e-05
"1004","KS","Washington County",2.19610829568069e-05
"1005","KS","Wichita County",1.71769329645829e-05
"1006","KS","Wilson County",2.30746746229094e-05
"1007","KS","Woodson County",2.23467714736686e-05
"1008","KS","Wyandotte County",2.5641017833958e-05
"1009","KY","Kentucky",1.86408445061178e-05
"1010","KY","Adair County",2.91171490878975e-05
"1011","KY","Allen County",2.46566017226233e-05
"1012","KY","Anderson County",1.9921011165571e-05
"1013","KY","Ballard County",2.05393817085235e-05
"1014","KY","Barren County",2.34868518174225e-05
"1015","KY","Bath County",2.72027722301227e-05
"1016","KY","Bell County",3.03447976319762e-05
"1017","KY","Boone County",1.51366914018381e-05
"1018","KY","Bourbon County",2.15622883349288e-05
"1019","KY","Boyd County",1.96847854211888e-05
"1020","KY","Boyle County",1.95311992671947e-05
"1021","KY","Bracken County",2.17384695494002e-05
"1022","KY","Breathitt County",2.68697786230204e-05
"1023","KY","Breckinridge County",2.27457036620853e-05
"1024","KY","Bullitt County",1.93228753219723e-05
"1025","KY","Butler County",2.53568326924754e-05
"1026","KY","Caldwell County",2.3167420876843e-05
"1027","KY","Calloway County",2.09959866594486e-05
"1028","KY","Campbell County",1.58917128239202e-05
"1029","KY","Carlisle County",2.01743647951061e-05
"1030","KY","Carroll County",2.28031936613661e-05
"1031","KY","Carter County",2.44450040255771e-05
"1032","KY","Casey County",2.95673780975297e-05
"1033","KY","Christian County",2.44700576572248e-05
"1034","KY","Clark County",2.02596799689061e-05
"1035","KY","Clay County",3.0271116444488e-05
"1036","KY","Clinton County",3.20532841603016e-05
"1037","KY","Crittenden County",2.34052824218558e-05
"1038","KY","Cumberland County",2.91437252008805e-05
"1039","KY","Daviess County",1.93816741986843e-05
"1040","KY","Edmonson County",2.56671484372846e-05
"1041","KY","Elliott County",2.66596712439641e-05
"1042","KY","Estill County",2.61951256227636e-05
"1043","KY","Fayette County",1.58179196609391e-05
"1044","KY","Fleming County",2.52424320037665e-05
"1045","KY","Floyd County",2.42598322975882e-05
"1046","KY","Franklin County",1.94216043882114e-05
"1047","KY","Fulton County",2.82955894611835e-05
"1048","KY","Gallatin County",2.45374233552053e-05
"1049","KY","Garrard County",2.22332135143613e-05
"1050","KY","Grant County",2.22556978926516e-05
"1051","KY","Graves County",2.27836994996612e-05
"1052","KY","Grayson County",2.57874440487518e-05
"1053","KY","Green County",2.77107607582245e-05
"1054","KY","Greenup County",1.94150899831788e-05
"1055","KY","Hancock County",2.02172820364339e-05
"1056","KY","Hardin County",1.94487131770042e-05
"1057","KY","Harlan County",2.79743038306557e-05
"1058","KY","Harrison County",2.18241151769579e-05
"1059","KY","Hart County",2.83098018915313e-05
"1060","KY","Henderson County",1.97930140504147e-05
"1061","KY","Henry County",2.16327245704254e-05
"1062","KY","Hickman County",2.1921264238179e-05
"1063","KY","Hopkins County",1.97298482998821e-05
"1064","KY","Jackson County",2.88299002641263e-05
"1065","KY","Jefferson County",1.62655201930335e-05
"1066","KY","Jessamine County",1.62216279370424e-05
"1067","KY","Johnson County",2.15192593074273e-05
"1068","KY","Kenton County",1.46714173349913e-05
"1069","KY","Knott County",2.55457273407675e-05
"1070","KY","Knox County",2.81754534749422e-05
"1071","KY","Larue County",2.38381025908796e-05
"1072","KY","Laurel County",2.16625670794588e-05
"1073","KY","Lawrence County",2.31140186786687e-05
"1074","KY","Lee County",2.7456388120644e-05
"1075","KY","Leslie County",2.69232884536104e-05
"1076","KY","Letcher County",2.57563832348342e-05
"1077","KY","Lewis County",2.66981243192284e-05
"1078","KY","Lincoln County",2.59444148371958e-05
"1079","KY","Livingston County",2.18070497535119e-05
"1080","KY","Logan County",2.28503237824765e-05
"1081","KY","Lyon County",2.02732603697271e-05
"1082","KY","McCracken County",1.61480895589398e-05
"1083","KY","McCreary County",3.16204908078685e-05
"1084","KY","McLean County",2.13029829976959e-05
"1085","KY","Madison County",1.95099067598433e-05
"1086","KY","Magoffin County",2.68766273201134e-05
"1087","KY","Marion County",2.35244372364463e-05
"1088","KY","Marshall County",1.92572771067259e-05
"1089","KY","Martin County",2.62850979069866e-05
"1090","KY","Mason County",2.09897637932011e-05
"1091","KY","Meade County",2.05725424636589e-05
"1092","KY","Menifee County",2.93882550277134e-05
"1093","KY","Mercer County",2.18804309409218e-05
"1094","KY","Metcalfe County",3.07062487861629e-05
"1095","KY","Monroe County",2.88380764146145e-05
"1096","KY","Montgomery County",2.22339550329501e-05
"1097","KY","Morgan County",2.60065114190041e-05
"1098","KY","Muhlenberg County",2.22460701060218e-05
"1099","KY","Nelson County",1.94412765905876e-05
"1100","KY","Nicholas County",2.75087579236348e-05
"1101","KY","Ohio County",1.89497456251624e-05
"1102","KY","Oldham County",1.02398004558255e-05
"1103","KY","Owen County",2.25531168640388e-05
"1104","KY","Owsley County",3.46161033793956e-05
"1105","KY","Pendleton County",2.16895132939786e-05
"1106","KY","Perry County",2.43786383878792e-05
"1107","KY","Pike County",2.11761068001506e-05
"1108","KY","Powell County",2.78129284534984e-05
"1109","KY","Pulaski County",2.24993007402602e-05
"1110","KY","Robertson County",2.68395499211703e-05
"1111","KY","Rockcastle County",2.65672586626617e-05
"1112","KY","Rowan County",2.3269674260849e-05
"1113","KY","Russell County",2.74771748980086e-05
"1114","KY","Scott County",1.6951551799699e-05
"1115","KY","Shelby County",1.61504206518175e-05
"1116","KY","Simpson County",2.31567573054372e-05
"1117","KY","Spencer County",1.66127344492383e-05
"1118","KY","Taylor County",2.51372745655486e-05
"1119","KY","Todd County",1.73866095747278e-05
"1120","KY","Trigg County",2.25324403826316e-05
"1121","KY","Trimble County",2.15218846384182e-05
"1122","KY","Union County",1.96902063486409e-05
"1123","KY","Warren County",1.92606683767724e-05
"1124","KY","Washington County",2.29435200299212e-05
"1125","KY","Wayne County",2.81715392583376e-05
"1126","KY","Webster County",1.99423853151058e-05
"1127","KY","Whitley County",2.55284837428466e-05
"1128","KY","Wolfe County",3.00409984945065e-05
"1129","KY","Woodford County",1.67161915278505e-05
"1130","LA","Louisiana",1.75303125618671e-05
"1131","LA","Acadia Parish",2.04489293597226e-05
"1132","LA","Allen Parish",2.16731270944222e-05
"1133","LA","Ascension Parish",1.45534177886729e-05
"1134","LA","Assumption Parish",1.81902824918459e-05
"1135","LA","Avoyelles Parish",2.40102862455926e-05
"1136","LA","Beauregard Parish",1.76188790730147e-05
"1137","LA","Bienville Parish",2.36935434519139e-05
"1138","LA","Bossier Parish",1.77692874339733e-05
"1139","LA","Caddo Parish",1.82053367834635e-05
"1140","LA","Calcasieu Parish",1.72541549112703e-05
"1141","LA","Caldwell Parish",2.04806006768537e-05
"1142","LA","Cameron Parish",1.58393312358017e-05
"1143","LA","Catahoula Parish",2.17944280982016e-05
"1144","LA","Claiborne Parish",2.2466802389945e-05
"1145","LA","Concordia Parish",2.31512852020806e-05
"1146","LA","De Soto Parish",2.04775468371115e-05
"1147","LA","East Baton Rouge Par",1.61414186615495e-05
"1148","LA","East Carroll Parish",2.94902558025561e-05
"1149","LA","East Feliciana Paris",2.06755412759478e-05
"1150","LA","Evangeline Parish",2.18564864118509e-05
"1151","LA","Franklin Parish",2.47536964083813e-05
"1152","LA","Grant Parish",2.09904483382003e-05
"1153","LA","Iberia Parish",1.94728119992187e-05
"1154","LA","Iberville Parish",1.91413975360064e-05
"1155","LA","Jackson Parish",1.99852997944544e-05
"1156","LA","Jefferson Parish",1.75481279955696e-05
"1157","LA","Jefferson Davis Pari",2.06860465484518e-05
"1158","LA","Lafayette Parish",1.53167117200138e-05
"1159","LA","Lafourche Parish",1.66695974789319e-05
"1160","LA","LaSalle Parish",1.76590754223079e-05
"1161","LA","Lincoln Parish",1.85447574326397e-05
"1162","LA","Livingston Parish",1.78050931352704e-05
"1163","LA","Madison Parish",3.07365680871833e-05
"1164","LA","Morehouse Parish",2.56747900571905e-05
"1165","LA","Natchitoches Parish",2.09675742329966e-05
"1166","LA","Orleans Parish",1.65483251263066e-05
"1167","LA","Ouachita Parish",1.91512181655626e-05
"1168","LA","Plaquemines Parish",1.50723156494754e-05
"1169","LA","Pointe Coupee Parish",1.90558022174439e-05
"1170","LA","Rapides Parish",1.96941693962441e-05
"1171","LA","Red River Parish",1.97920511619046e-05
"1172","LA","Richland Parish",2.21122937211323e-05
"1173","LA","Sabine Parish",1.87224657505015e-05
"1174","LA","St. Bernard Parish",2.47373499419781e-05
"1175","LA","St. Charles Parish",1.55689537181779e-05
"1176","LA","St. Helena Parish",2.58452751169257e-05
"1177","LA","St. James Parish",1.75946113951017e-05
"1178","LA","St. John the Baptist",2.11039864940233e-05
"1179","LA","St. Landry Parish",2.07273910553262e-05
"1180","LA","St. Martin Parish",2.09559417331277e-05
"1181","LA","St. Mary Parish",2.00109492625418e-05
"1182","LA","St. Tammany Parish",1.36871777672246e-05
"1183","LA","Tangipahoa Parish",2.12655545639774e-05
"1184","LA","Tensas Parish",2.48203490069e-05
"1185","LA","Terrebonne Parish",1.66274300561129e-05
"1186","LA","Union Parish",2.08802273732591e-05
"1187","LA","Vermilion Parish",1.88419622534578e-05
"1188","LA","Vernon Parish",2.17331977915709e-05
"1189","LA","Washington Parish",2.45038678394174e-05
"1190","LA","Webster Parish",2.18438140462349e-05
"1191","LA","West Baton Rouge Par",1.74628627131167e-05
"1192","LA","West Carroll Parish",2.1273986362149e-05
